pid,agent_id,prompt_version,model,run_timestamp,input_text_hash,source_file,raw_response_path,manifest_title,manifest_year,manifest_journal_title,error_in_raw_text,subfield,is_empirical_quant_paper,general_goal_of_analysis,single_country_study,single_region,countries_of_focus,paper_uses_survey_data,uses_original_dataset,seeks_determinants,main_causal_research_design,other_research_design,instrumental_variable_instrument,placebo_test,independent_variables,dependent_variables,main_variable_relationship,makes_explicit_causal_claim,makes_implicit_causal_claim,strong_non_causal_causal_qualification,sample_size,sample_size_quote,claims_any_statistically_significant_results,references_power_analysis,clearly_defined_explanatory_variable,clear_causal_quantity_of_interest,specifies_estimate_equations,discusses_threats_to_causality,statement_of_identification_assumptions_quote,statement_of_identification_assumptions,effort_to_explore_mechanisms,mentions_pre_registered_design_and_analysis_plan,evidence_type,method_status,brief_justification
S0011-52582018000200463,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,4ac1fd28a264747ba1ace1acbb401587654a2ca16277e4c109feb21e19e648ff,data/processed/fulltext_gold/article_texts_gold.csv,,O Seguro Social e a Construção da Proteção do Trabalho no Brasil,2018,Dados,No Error,Public Policy/Administration,FALSE,Describe,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""O Seguro Social e a Construção da Proteção do Trabalho no Brasil"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0011-52582024000400209,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,fd2b45b84af03759cdc0cf1967ed4815da8b35702939f45f2fd6bf4c5e951ae9,data/processed/fulltext_gold/article_texts_gold.csv,,Entre a Desinstitucionalização e a Resiliência: Participação Institucional no Governo Bolsonaro,2024,Dados,No Error,Public Policy/Administration,FALSE,Describe,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,explicit,"O artigo ""Entre a Desinstitucionalização e a Resiliência: Participação Institucional no Governo Bolsonaro"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0011-52582025000400220,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,23fbdc9aed8e383d563e0b5c995bfb3ff722697b3c33f05c1d0ed23965423592,data/processed/fulltext_gold/article_texts_gold.csv,,O Jovem Claude Lefort entre Socialismo e Democracia: Uma Leitura Sociológica*,2025,Dados,No Error,Political Theory and Philosophy,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""O Jovem Claude Lefort entre Socialismo e Democracia: Uma Leitura Sociológica*"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0011-52582025000400228,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,0362e4c727a79db636d31c41f13577a9e02211546b60515d06e145e77a26acc4,data/processed/fulltext_gold/article_texts_gold.csv,,"José Maria Ibiapina, um Ultramontano Heterodoxo?*",2025,Dados,No Error,Political Theory and Philosophy,FALSE,Describe,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""José Maria Ibiapina, um Ultramontano Heterodoxo?*"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-73292005000200008,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,6a1353b29d78585c14d20c8f4c9a8401ee1d86fe876c78f57aa502eccbba6b74,data/processed/fulltext_gold/article_texts_gold.csv,,O Brasil e o Conselho de Segurança da Organização das Nações Unidas: dos anos 90 a 2002,2005,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Describe,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""O Brasil e o Conselho de Segurança da Organização das Nações Unidas: dos anos 90 a 2002"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-73292008000100004,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,6deec75de1e3e8ae5b2a416cb24730c8a1953f62473b5ae03f7f4864891816bc,data/processed/fulltext_gold/article_texts_gold.csv,,Aspectos da integração regional em defesa no Cone Sul,2008,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Describe,multiple_countries,,Argentina; Brazil,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""Aspectos da integração regional em defesa no Cone Sul"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-73292009000100001,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,1affb5497ca62273ecc9423c968dadb35cf576d3dd68086b88da7c5e682f8eac,data/processed/fulltext_gold/article_texts_gold.csv,,La Argentina y el Plan Marshall: promesas y realidades,2009,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Describe,multiple_countries,,Argentina; United States,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""La Argentina y el Plan Marshall: promesas y realidades"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-73292009000100007,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,d621786c74980f79e2b3818dc2c1c99c9adffbb8fde73199cd6eb5d27a39a45c,data/processed/fulltext_gold/article_texts_gold.csv,,Ordem e Justiça na sociedade internacional pós-11 de Setembro,2009,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""Ordem e Justiça na sociedade internacional pós-11 de Setembro"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0034-73292010000300011,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,aaab9fbe57d69cdf660b417f838a6e24d97d67b806ca916c1dda599d1e11eb25,data/processed/fulltext_gold/article_texts_gold.csv,,Parceria global emergente: Brasil e China,2010,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Describe,multiple_countries,,Brazil; China,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""Parceria global emergente: Brasil e China"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-73292011000200008,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,e383d3cb2001ee0d45d7c9e68bfe01f5f58fe61e86b872948486d5d27f4f3a59,data/processed/fulltext_gold/article_texts_gold.csv,,Brasil y la región: una potencia emergente y la integración regional sudamericana,2011,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Explain,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""Brasil y la región: una potencia emergente y la integración regional sudamericana"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-73292012000100003,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,a915337a82a7f22d0dacaf63c4b655dc2fd86d373f392139ce8fba81f1760a91,data/processed/fulltext_gold/article_texts_gold.csv,,Ascenso y hegemonía: pensando a las potencias emergentes desde América del Sur,2012,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,,,,,no_survey_data,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,theoretical-normative,essayistic,"O artigo ""Ascenso y hegemonía: pensando a las potencias emergentes desde América del Sur"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto."
S0034-73292012000300007,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,549dbd27cc9e7a819c7dece950220e3e5693c67f7011994052835722f048df51,data/processed/fulltext_gold/article_texts_gold.csv,,Dilema de escolha: a resposta chinesa à mudança climática,2012,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Explain,single_country,,China,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""Dilema de escolha: a resposta chinesa à mudança climática"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-73292017000100203,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,0e93d78fe71f106d2cdf6464c1154a1a660ae118602b30250c5ba89e4916d87c,data/processed/fulltext_gold/article_texts_gold.csv,,Brazilian Foreign Policy Towards Internet Governance,2017,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Describe,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,explicit,"O artigo ""Brazilian Foreign Policy Towards Internet Governance"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-73292017000100218,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,552d7fb9b3342cbf4911ed66fc6805f5977c604af6fd5f7446408c65d5ab2733,data/processed/fulltext_gold/article_texts_gold.csv,,Clashing frames: human rights and foreign policy in the Brazilian re-democratization process,2017,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Describe,single_country,,Brazil,no_survey_data,structure_systematize,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,explicit,"O artigo ""Clashing frames: human rights and foreign policy in the Brazilian re-democratization process"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-73292017000200207,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,47befe0e532905f602eb35dd05d354df8970fe415b74e67bc313d0b59f19ca2c,data/processed/fulltext_gold/article_texts_gold.csv,,Explaining Defense Cooperation With Process-tracing: the Brazilian Proposal for the Creation of UNASUR South American Defense Council,2017,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Explain,single_country,,Brazil,no_survey_data,not_original,TRUE,Other,process tracing case study,,FALSE,"[{""variable_name"":""Brazilian foreign-policy motivations"",""variable_description"":""Competing realist, institutional and identity-based explanations for the South American Defense Council proposal.""}]","[{""variable_name"":""Creation proposal for the CDS"",""variable_description"":""Brazilian proposal to create the UNASUR South American Defense Council.""}]",,TRUE,FALSE,FALSE,,,,,TRUE,FALSE,,FALSE,,FALSE,Mechanisms/Channels Mentioned With Substantial Exploration,FALSE,qualitative,explicit,"O artigo ""Explaining Defense Cooperation With Process-tracing: the Brazilian Proposal for the Creation of UNASUR South American Defense Council"" apresenta argumento qualitativo explicativo com linguagem causal ou processual. Como não define estimando nem suposições de identificação, classifiquei o desenho como Other e a quantidade causal como FALSE."
S0034-73292017000200208,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,ec42d589d9f8fbdf102058c9e0a670ec61345b3646fa9202d566dc6f789e665c,data/processed/fulltext_gold/article_texts_gold.csv,,The Brazilian participation in UNIFIL: raising Brazil&#8217;s profile in international peace and security in the Middle East?,2017,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Describe,multiple_countries,,Brazil; Lebanon,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,explicit,"O artigo ""The Brazilian participation in UNIFIL: raising Brazil&#8217;s profile in international peace and security in the Middle East?"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-73292021000200208,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,dd273b926e701100fb20ce5001082fc62daaac78f6c22e1cf2942a940ae9146e,data/processed/fulltext_gold/article_texts_gold.csv,,What doesn&#8217;t kill a norm makes it stronger? Brazil&#8217;s contestation of the responsibility to protect,2021,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Explain,single_country,,Brazil,no_survey_data,structure_systematize,TRUE,Other,qualitative norm-contestation analysis,,FALSE,"[{""variable_name"":""Brazilian contestation of R2P"",""variable_description"":""Frames and claims used by Brazil in relation to Responsibility to Protect.""}]","[{""variable_name"":""R2P norm strength"",""variable_description"":""Interpretation of whether contestation weakens or strengthens the norm.""}]",,TRUE,FALSE,FALSE,,,,,TRUE,FALSE,,FALSE,,FALSE,Mechanisms/Channels Mentioned With Substantial Exploration,FALSE,qualitative,explicit,"O artigo ""What doesn&#8217;t kill a norm makes it stronger? Brazil&#8217;s contestation of the responsibility to protect"" apresenta argumento qualitativo explicativo com linguagem causal ou processual. Como não define estimando nem suposições de identificação, classifiquei o desenho como Other e a quantidade causal como FALSE."
S0034-73292022000100205,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,d0dd171b90bc53f95cc4024a2e606ed43288c41269fbdc29dcfffe9efe1eeceb,data/processed/fulltext_gold/article_texts_gold.csv,,The space left for regional integration (or lack thereof): Structural causes of institutional fragmentation in Latin America (1991-2019),2022,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Explain,,,,no_survey_data,structure_systematize,TRUE,Other,longitudinal comparative case study,,FALSE,"[{""variable_name"":""Structural centrifugal forces"",""variable_description"":""China and Brazil as extra-regional and regional catalysts of fragmentation.""}]","[{""variable_name"":""Institutional fragmentation"",""variable_description"":""Fragmentation of Latin American regional integration organizations.""}]",,TRUE,FALSE,FALSE,,,,,TRUE,FALSE,,FALSE,,FALSE,Mechanisms/Channels Mentioned With Substantial Exploration,FALSE,qualitative,explicit,"O artigo ""The space left for regional integration (or lack thereof): Structural causes of institutional fragmentation in Latin America (1991-2019)"" apresenta argumento qualitativo explicativo com linguagem causal ou processual. Como não define estimando nem suposições de identificação, classifiquei o desenho como Other e a quantidade causal como FALSE."
S0034-73292023000200502,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,1db376696560f9c5129153051bceb1921abfbaf0023d5af2578be3a863210278,data/processed/fulltext_gold/article_texts_gold.csv,,Mercosur and Environment: progress in promoting the Sustainable Development Goals and the 2030 Agenda,2023,Revista Brasileira de Política Internacional,No Error,International Relations,FALSE,Describe,multiple_countries,,Argentina; Brazil; Paraguay; Uruguay,no_survey_data,structure_systematize,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,mixed,explicit,"O artigo ""Mercosur and Environment: progress in promoting the Sustainable Development Goals and the 2030 Agenda"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-73292025000200604,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,378d5174a5c6c76cf625e5e79f1e7b4870f1f1eeaef76ec1631fc8410a316f98,data/processed/fulltext_gold/article_texts_gold.csv,,Impact of China&#8211;Latin America Transportation Infrastructure Cooperation on Latin American Economies: A Project Data Study (2009&#8211;2023),2025,Revista Brasileira de Política Internacional,No Error,International Relations,TRUE,Explain,,,,no_survey_data,structure_systematize,TRUE,Other,descriptive project-data and case-study analysis,,FALSE,"[{""variable_name"":""China-Latin America transportation infrastructure cooperation"",""variable_description"":""Transportation infrastructure projects involving China and Latin American countries from 2009 to 2023.""}]","[{""variable_name"":""Latin American economic outcomes"",""variable_description"":""Transportation efficiency, logistics costs, employment, industrial development and regional economic structure.""}]","[{""iv_var_name"":""China-Latin America transportation infrastructure cooperation"",""dv_var_name"":""Latin American economic outcomes"",""relationship_type"":""Positive"",""statistically_significant"":false,""substantively_significant"":true}]",TRUE,FALSE,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,Mechanisms/Channels Mentioned With Substantial Exploration,FALSE,mixed,explicit,"O artigo ""Impact of China&#8211;Latin America Transportation Infrastructure Cooperation on Latin American Economies: A Project Data Study (2009&#8211;2023)"" usa dados quantitativos para explicar um outcome por variáveis observacionais. A linguagem de efeito/determinantes foi classificada conservadoramente: não há estimando causal claro nem suposições substantivas de identificação, portanto a quantidade causal é FALSE."
S0034-76122006000100004,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,6bff9ec111ac59f09a758606dd814f805cb0ff9ad1baf7dd24b326a087a96ce8,data/processed/fulltext_gold/article_texts_gold.csv,,Articulação de políticas públicas a partir dos fóruns de competitividade setoriais: a experiência recente da cadeia produtiva têxtil e de confecções,2006,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,Describe,single_country,,Brazil,no_survey_data,not_original,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,essayistic,"O artigo ""Articulação de políticas públicas a partir dos fóruns de competitividade setoriais: a experiência recente da cadeia produtiva têxtil e de confecções"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
S0034-76122009000100006,agent_b,agent_b_v2+common_schema_v2,codex_subagent_inherited,2026-06-03T00:00:00Z,2d69fe8e563c571326d6af9d5ad4e2a541e4d1f28c9a0f67973cd86577bd5706,data/processed/fulltext_gold/article_texts_gold.csv,,Redes de C&T em institutos públicos de pesquisa brasileiros: o caso do Instituto Agronômico do Paraná (Iapar),2009,Revista de Administração Pública,No Error,Public Policy/Administration,FALSE,Describe,single_country,single_region,Brazil,no_survey_data,field_study,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,FALSE,qualitative,explicit,"O artigo ""Redes de C&T em institutos públicos de pesquisa brasileiros: o caso do Instituto Agronômico do Paraná (Iapar)"" é uma análise qualitativa, documental ou de campo. O método pode ser explícito, mas o texto não sustenta análise quantitativa própria nem desenho causal de identificação."
