audit_id,audit_sample_group,sample_component,selection_reason,pid,title,title_missing_flag,title_en,authors,year,journal_title,doi,doi_url,source_url,paper_url,source_method,retrieved_at,body_word_count,reference_tail_ratio,reading_log_relative_path,classification_json_relative_path,codex_is_empirical_paper,codex_empirical_evidence_type,codex_is_empirical_quant_paper_torreblanca,codex_is_empirical_qual_paper,codex_quantitative_analysis_type,codex_quantitative_analysis_evidence_quote,codex_has_statistical_inference,codex_statistical_inference_quote,codex_qualitative_analysis_goal,codex_qualitative_goal_clarity,codex_qualitative_goal_quote,codex_causal_or_explanatory_claim_present,codex_causal_or_explanatory_claim_quote,codex_screen_applicable,codex_screen_reason,codex_method_present,codex_method_type,codex_causal_design_quote,codex_main_variables_or_relationship,codex_sample_or_data_source,codex_tough_call,codex_tough_call_reason,codex_brief_justification,manual_is_empirical_paper,manual_empirical_evidence_type,manual_is_empirical_quant_paper_torreblanca,manual_is_empirical_qual_paper,manual_quantitative_analysis_type,manual_has_statistical_inference,manual_qualitative_analysis_goal,manual_qualitative_goal_clarity,manual_causal_or_explanatory_claim_present,manual_screen_applicable,manual_screen_reason,manual_method_present,manual_method_type,manual_main_variables_or_relationship,manual_sample_or_data_source,manual_tough_call,manual_decision,manual_notes,reviewer,audit_date
A011,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,FALSE,PAID WORK AND CARE WORK IN MEXICO CITY: The effects of the Covid-19 pandemic on social inequalities and conviviality,LAURA FLAMAND; CARLOS ALBA VEGA; ROSARIO APARICIO LÓPEZ; ERICK SERNA,2024,Novos estudos CEBRAP,10.25091/S01013300202400030003,https://doi.org/10.25091/S01013300202400030003,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002024000300409&tlng=en,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002024000300409&tlng=en,articlemeta_fulltexts_html,2026-06-03 23:06:06,6182,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0101-33002024000300409.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0101-33002024000300409.json,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"In the survey, when we asked about the distribution of household chores during confinement, two-thirds of the total respondents answered that it had remained the same as before the pandemic.",FALSE,,mixed_descriptive_explanatory,clear,This study examines the dynamics of negotiations within families regarding the division of paid and care work during the pandemic in Mexico City.,TRUE,"These differences suggest a strong relationship between bargaining power and income, which seems to have allowed women with higher incomes to negotiate better with others in their households than women with lower incomes.",TRUE,causal_claim_with_quantitative_analysis_screen,FALSE,"[""none_detected""]",,"The article analyzes how the Covid-19 pandemic affected job loss, household income, unpaid care work, childcare, school assistance, and household negotiation over task distribution, especially by gender, income, age, occupational status, establishment size, motherhood, and household structure.","Telephone survey conducted in July-August 2022 with 2,562 adults in the Metropolitan Area of the Valley of Mexico, plus four focus groups conducted between November 2021 and June 2022 with women and men varying by occupation, age, and caregiving responsibilities.",FALSE,,"The article is a mixed empirical paper because it analyzes original survey data and focus-group evidence. Its quantitative component consists of descriptive percentages and group comparisons in figures, with no statistical tests, uncertainty estimates, regression models, or causal identification design. The qualitative component reconstructs and explains household experiences and negotiations during the pandemic.",,,,,,,,,,,,,,,,,,,,
A012,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable; method_present,S0104-62762006000200005,Os militantes são mais informados? Desigualdade e informação política nas eleições de 2002,FALSE,Os militantes são mais informados? Desigualdade e informação política nas eleições de 2002,Lucio Rennó,2006,Opinião Pública,,,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762006000200005&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762006000200005&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:10,5217,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0104-62762006000200005.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0104-62762006000200005.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"As três hipóteses foram testadas com base em dados das três ondas de entrevistas. Contudo, os resultados das regressões apresentadas centram-se na última onda de entrevistas",TRUE,As diferenças em grau de informação entre homens e mulheres são sempre estatisticamente significativas. As magnitudes dos coeficientes também são bastante altas,,,,TRUE,"A hipótese central testada neste artigo é, portanto, que as assembléias do OP podem ser mecanismos de difusão de informações sobre política em geral.",TRUE,statistical_modeling_screen,TRUE,"[""observational_regression_with_causal_claim_no_design""]","Através da utilização dos indivíduos que não participaram do OP como grupo de controle, este artigo complementa, portanto, aqueles trabalhos anteriores ao expandir as amostras, e permite realizar um teste mais robusto do efeito pedagógico do OP.","Relação entre participação em organizações sociais e políticas, especialmente OP, partidos, sindicatos, associações de bairro e grupos religiosos, e níveis de informação política eleitoral, com atenção a desigualdades por gênero, raça e renda.","Painel de opinião pública em três ondas durante as eleições de 2002 em Juiz de Fora e Caxias do Sul, com bairros selecionados por amostra probabilística estratificada e mais de 14 mil entrevistas no total.",TRUE,"O artigo usa linguagem de efeito, comparação com não participantes como grupo de controle e painel, mas o texto fornecido não descreve uma estratégia causal moderna de identificação. Por isso, a classificação de método de credibilidade fica como regressão observacional com claim causal sem desenho, não como DiD, experimento ou outro desenho causal formal.","O artigo é empírico e quantitativo porque coleta e analisa dados próprios de survey em painel sobre informação política e militância. A seção de análise reporta percentuais, regressões, coeficientes e significância estatística, o que caracteriza modelagem estatística com inferência. Não há evidência qualitativa própria. Há claims explicativos sobre efeitos da militância e do OP, mas nenhum desenho causal de credibilidade claramente especificado além de comparação observacional por regressão.",,,,,,,,,,,,,,,,,,,,
A013,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0104-62762012000200003,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,FALSE,Solidariedade e expressão jurídica: valores políticos de vereadores sobre direitos sociais,Samira Kauchakje,2012,Opinião Pública,,,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762012000200003&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762012000200003&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:10,6222,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0104-62762012000200003.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0104-62762012000200003.json,TRUE,mixed_empirical,TRUE,TRUE,bivariate_tests_or_correlations_only,"Foram realizados testes de independência Q de Yule e de correlação Q de Yule, indicados para a análise de dados categóricos.",TRUE,"Os testes demonstraram que há dependência estatística entre as variáveis no seguinte sentido: vereadores dos partidos de direita/centro-direita tendem a concordar com as hierarquias (teste de independência Q de Yule: delta 0,012).",mixed_descriptive_explanatory,clear,Este artigo apresenta resultados da pesquisa que trata da compatibilidade dos valores dos vereadores de Curitiba sobre direitos sociais com as concepções da CF88 e de solidariedade.,TRUE,"Esta ambiguidade pode ser interpretada pela inserção e socialização dos parlamentares municipais tanto nas organizações políticas quanto da sociedade civil, partilhando da cultura política brasileira e da subcultura da classe política.",TRUE,bivariate_or_correlation_screen,FALSE,"[""none_detected""]",,"Relação entre valores dos vereadores sobre direitos sociais, perfil ideológico-partidário, concepções sobre responsabilidade do Estado e tipos de solidariedade política ou da dádiva.",Entrevistas semiestruturadas com 35 dos 38 vereadores da Câmara Municipal de Curitiba na gestão 2009-2012.,FALSE,,"O artigo é empírico e misto: analisa entrevistas semiestruturadas com vereadores e interpreta seus valores por meio de uma tipologia de solidariedade, ao mesmo tempo em que apresenta percentuais, tabelas, cruzamentos e testes Q de Yule de independência e correlação. A análise quantitativa vai além da descrição por incluir testes bivariados/correlacionais, mas não usa modelagem estatística multivariada nem qualquer desenho causal de credibilidade-revolution.",,,,,,,,,,,,,,,,,,,,
A014,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0104-62762014000300377,A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa,FALSE,A identificação de enquadramentos através da análise de correspondências: um modelo analítico aplicado à controvérsia das ações afirmativas raciais na imprensa,Luiz Augusto Campos,2014,Opinião Pública,10.1590/1807-01912014203377,https://doi.org/10.1590/1807-01912014203377,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762014000300377&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762014000300377&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:10,10071,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0104-62762014000300377.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0104-62762014000300377.json,TRUE,mixed_empirical,TRUE,TRUE,statistical_modeling,mensuração da coocorrência desses elementos nos textos publicados através da técnica de Análise de Correspondências Simples (ACS),FALSE,,descriptive_reconstruction,clear,A identificação dos argumentos em relação às ações afirmativas raciais buscou ser o mais fiel possível aos termos utilizados pelos textos.,FALSE,,TRUE,statistical_modeling_screen,FALSE,"[""none_detected""]",,Coocorrência entre argumentos codificados sobre ações afirmativas raciais e formação de enquadramentos interpretativos favoráveis e contrários na cobertura de O Globo e Folha de S. Paulo.,Corpus de 1.831 textos sobre ações afirmativas raciais no ensino superior brasileiro publicados por O Globo e Folha de S. Paulo entre 2001 e 2009.,TRUE,"O artigo é metodológico e a ACS é usada de modo exploratório, mas a aplicação empírica reanalisa dados categóricos codificados e vai além de estatísticas descritivas simples; por isso foi classificada como statistical_modeling sem inferência estatística.",O artigo analisa empiricamente um corpus jornalístico próprio por meio de codificação qualitativa de argumentos e Análise de Correspondências Simples das coocorrências. Isso configura evidência empírica mista e análise quantitativa original. A análise não busca estimar efeitos causais nem usa métodos de credibilidade; a técnica estatística serve para mapear padrões de associação e apoiar a identificação interpretativa de enquadramentos.,,,,,,,,,,,,,,,,,,,,
A015,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0104-62762015000100132,Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional,FALSE,Confiança nas Forças Armadas brasileiras: uma análise empírica a partir dos dados da pesquisa SIPS - Defesa Nacional,Rubem Kaipper Ceratti; Rodrigo Fracalossi de Moraes; Edison Benedito da Silva Filho,2015,Opinião Pública,10.1590/1807-0191211132,https://doi.org/10.1590/1807-0191211132,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762015000100132&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762015000100132&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:10,3305,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0104-62762015000100132.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0104-62762015000100132.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,utilizou-se um modelo de regressão ordinal na estimação do efeito das variáveis independentes sobre a variável resposta,TRUE,"apresentam-se na Tabela 3 as estimativas dos parâmetros, com os respectivos erros-padrão",,,,TRUE,contribuem para a explicação de variações no grau de confiança nas Forças Armadas brasileiras,TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","posteriormente, inferir relações de causalidade a partir dos resultados obtidos e de teorias consolidadas sobre o tema","Relação entre confiança nas Forças Armadas brasileiras e atributos individuais/socioeconômicos, região, orgulho nacional, avaliações sobre o desempenho das Forças Armadas, percepção de informação, tratamento igualitário, facilidade de reclamação, importância atribuída às Forças Armadas e respeito à democracia.","Pesquisa SIPS - Defesa Nacional do Ipea, com 3.796 pessoas entrevistadas em todas as unidades da federação entre 8 e 29 de agosto de 2011.",TRUE,"O artigo usa linguagem de efeito, determinantes e explicação em uma regressão ordinal observacional, mas também reconhece que inferências causais exigiriam pesquisas posteriores. Por isso, há claim explicativo associado à modelagem quantitativa, mas não desenho causal de credibilidade.","O artigo é empírico e quantitativo porque reanalisa dados de survey do SIPS - Defesa Nacional e estima um modelo de regressão ordinal com diagnósticos, erros-padrão e efeitos marginais. Não há componente qualitativo substantivo. A tela de credibilidade é aplicável por haver modelagem estatística e objetivo explicativo, mas nenhum método de credibilidade-revolution é usado; trata-se de regressão observacional sem desenho causal identificado.",,,,,,,,,,,,,,,,,,,,
A016,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0104-62762018000300486,Fim da direita envergonhada? Atuação da bancada evangélica e da bancada da bala e os caminhos da representação do conservadorismo no Brasil,FALSE,The end of the embarrassed right? The actions of the &#8220;evangelical&#8221; and &#8220;bullet&#8221; caucuses and the paths of conservative representation in Brazil,Marcos Paulo dos Reis Quadros; Rafael Machado Madeira,2018,Opinião Pública,10.1590/1807-01912018243486,https://doi.org/10.1590/1807-01912018243486,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762018000300486&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762018000300486&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:10,12034,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0104-62762018000300486.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0104-62762018000300486.json,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,“foram avaliados todos os discursos/pronunciamentos proferidos pelos deputados federais entre 2010 ... e 2017”; “o universo dos mobilizadores ... é composto de 101 deputados”,FALSE,,mixed_descriptive_explanatory,clear,“buscando testar a hipótese de que a ‘direita envergonhada’ está sendo superada pela atuação de deputados vinculados a grupos/perfis bem definidos”,TRUE,“parte da explicação para a recente mobilização conservadora é justamente o avanço de pautas progressistas”,TRUE,causal_claim_with_quantitative_analysis_screen,FALSE,"[""none_detected""]",,"Mobilização das categorias “direita”, “conservadorismo”/“conservador(es)” e “esquerda” como ataque em discursos de deputados federais, relacionada ao pertencimento às bancadas evangélica e da bala e ao perfil de carreira parlamentar.","Pronunciamentos de deputados federais em plenário entre 2010 e 2017 disponíveis na página da Câmara dos Deputados; anais da Câmara sobre projetos de lei; discursos públicos, proposições legislativas e documentos/notícias sobre bancadas evangélica e da bala.",TRUE,"A análise quantitativa é descritiva, mas o artigo formula hipóteses e linguagem de teste/explicação. Isso torna aplicável o screen por causal claim com análise quantitativa, embora não haja método causal ou inferência estatística.","O artigo apresenta análise empírica própria de discursos, projetos legislativos e atuação parlamentar. A parte quantitativa consiste em contagens, frequências, percentuais, gráficos e tabelas sobre pronunciamentos e perfis de deputados, sem testes ou modelos. A parte qualitativa interpreta discursos, documentos e episódios legislativos para sustentar uma explicação sobre reação conservadora e a atuação das bancadas evangélica e da bala. Não há método de credibilidade-revolução.",,,,,,,,,,,,,,,,,,,,
A017,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable; method_present,S0104-62762018000100209,Violência e satisfação com a democracia no Brasil,FALSE,Violence and satisfaction with democracy in Brazil,Marcio de Lucas Gomes; Jakson Alves de Aquino,2018,Opinião Pública,10.1590/1807-01912018241209,https://doi.org/10.1590/1807-01912018241209,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762018000100209&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762018000100209&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:10,8734,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0104-62762018000100209.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0104-62762018000100209.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"`estimamos três modelos de mediação causal, calculando os efeitos totais de cada uma das variáveis criminológicas`",TRUE,`confiança na punição e a percepção de segurança foram estatisticamente significativas`,,,,TRUE,`a violência tem um duplo efeito sobre a satisfação com a democracia: um efeito direto... e um indireto`,TRUE,statistical_modeling_screen,TRUE,"[""other_modern_causal_method"", ""observational_regression_with_causal_claim_no_design""]","`O modelo de mediação causal proposto por Imai, Keele e Tingley (2010) permite realizar inferência quanto aos efeitos diretos, indiretos e totais`","Efeitos de vitimização por crime, percepção de segurança e confiança na punição sobre satisfação com a democracia, com confiança interpessoal como mediadora.",Dados de 2014 do Barômetro das Américas para o Brasil.,TRUE,"O artigo usa explicitamente `mediação causal` e modelos não paramétricos, mas em dados observacionais de survey sem desenho experimental ou quasi-experimental forte; por isso a classificação de método de credibilidade é limitada a método causal moderno/observacional com alegação causal, não a DiD, IV, RDD ou experimento.","O artigo é empírico quantitativo porque reanalisa dados do Barômetro das Américas de 2014 para o Brasil e estima regressões, SEM, modelos não paramétricos e modelos de mediação causal. Há inferência estatística por significância, p-valores e teste F. Não há análise qualitativa própria: os exemplos qualitativos vêm da literatura. O artigo faz alegações explicativas e causais sobre efeitos de variáveis criminológicas na satisfação com a democracia, mas o desenho é observacional.",,,,,,,,,,,,,,,,,,,,
A018,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0104-62762020000100034,Medo da violência e adesão ao autoritarismo no Brasil: proposta metodológica e resultados em 2017,FALSE,Fear of violence and adherence to authoritarianism in Brazil: methodological proposal and results in 2017,Renato Sérgio de Lima; Paulo de Martino Jannuzzi; James F. Moura Junior; Damião S. de Almeida Segundo,2020,Opinião Pública,10.1590/1807-0191202026134,https://doi.org/10.1590/1807-0191202026134,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762020000100034&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762020000100034&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:10,7415,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0104-62762020000100034.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0104-62762020000100034.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"foram examinados os eigenvalues (autovalores) e o gráfico scree plot (gráfico de declive), e foi feita a análise paralela",TRUE,"O teste de esfericidade de Bartlett apontou p < 0,001 [X2 (136) = 6483,678]",,,,TRUE,"o medo da violência, que tem sido eficazmente explorado pelos porta-vozes da extrema direita política",TRUE,statistical_modeling_screen,FALSE,"[""none_detected""]",,"Relação entre propensão ao apoio a posições autoritárias e características sociodemográficas, regionais, educacionais, classe social e medo da violência.","Pesquisa nacional FBSP/Datafolha de março de 2017, com 2.087 entrevistas de pessoas de 16 anos ou mais em 130 municípios brasileiros.",FALSE,,"O artigo apresenta análise empírica quantitativa original de survey nacional, com construção de índices, análise fatorial, alpha de Cronbach, ANOVAs, teste de Tukey, teste t, médias, desvios-padrão e p-valores. Não há evidência qualitativa original nem método causal de credibilidade-revolution; as afirmações explicativas são baseadas em análise observacional comparativa.",,,,,,,,,,,,,,,,,,,,
A019,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0104-62762025000100220,"Determinantes da confiança na Polícia Nacional: o caso dos Carabineros chilenos, 2015-2020",FALSE,"Determinants of trust in the national police: The case of the Carabineros de Chile, 2015-2020",Patricio Navia; Catalina Vergara Ayca,2025,Opinião Pública,10.1590/1807-0191202531121,https://doi.org/10.1590/1807-0191202531121,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762025000100220&tlng=es,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762025000100220&tlng=es,articlemeta_fulltexts_html,2026-06-03 23:06:10,9049,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0104-62762025000100220.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0104-62762025000100220.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,Estimamos modelos de mínimos cuadrados ordinarios (MCO) para cada ola de la encuesta Latinobarómetro entre 2015 y 2020 y un modelo con todas las encuestas combinadas.,TRUE,"El efecto de la confianza en el sistema judicial es significativo en cada año y en el modelo 6, que incluye todos los años",,,,TRUE,"Utilizamos datos de las encuestas de Latinobarómetro entre 2015 y 2020 para evaluar el impacto de la confianza en el poder judicial, la percepción de inseguridad, la percepción de corrupción, y la evaluación del desempeño de la policía en la confianza en Carabineros.",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","Ahora bien, la naturaleza observacional de los datos impide inferencias causales fuertes. Pudiera existir endogeneidad entre la confianza en el sistema judicial y la confianza en la policía nacional.","Relação entre confiança em Carabineros e confiança no poder judicial, percepção de insegurança, vitimização, percepção de corrupção, avaliação do desempenho policial e controles sociodemográficos, políticos e ideológicos.","Cinco rodadas da pesquisa Latinobarómetro no Chile entre 2015 e 2020, com amostra de 1.200 entrevistados/as por ano.",TRUE,"O artigo usa linguagem de impacto e hipóteses direcionais, mas também reconhece explicitamente que os dados observacionais impedem inferências causais fortes; por isso, a classificação adequada é modelagem estatística observacional com claim explicativo, não desenho causal de credibilidade.","O artigo é empírico quantitativo porque reanalisa dados de survey do Latinobarómetro, recodifica variáveis e estima modelos MCO anuais e conjunto para explicar confiança em Carabineros. Há inferência estatística por meio de significância, coeficientes e probabilidades preditas. Não há desenho causal de credibilidade; os próprios autores reconhecem a limitação causal dos dados observacionais.",,,,,,,,,,,,,,,,,,,,
A020,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0103-33522019000300077,"Fronteiras de Estados emergentes: migração, cidadania pós-nacional e trabalhadores latino-americanos no Brasil,",FALSE,"Fronteiras de Estados emergentes: migração, cidadania pós-nacional e trabalhadores latino-americanos no Brasil,",Marcelo de Almeida Medeiros; Teresa Cristina de Souza Cardoso Vale; Davidson Afonso de Ramos; Enivaldo Carvalho da Rocha; Leticia Suely de Souza,2019,Revista Brasileira de Ciência Política,10.1590/0103-335220193003,https://doi.org/10.1590/0103-335220193003,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522019000300077&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522019000300077&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:09,6064,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0103-33522019000300077.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0103-33522019000300077.json,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"""uma análise quantitativa baseada em estatística inferencial, utilizando-se de regressões""; ""foram utilizados dois exemplos de regressão linear multivariada""",TRUE,"""A significância dos coeficientes a seguir é demonstrada por meio de asteriscos: <0,1 * <0,05 ** <0,01 ***""",,,,TRUE,"""quais fatores - e em que medida - influenciam a inserção do imigrante na força de trabalho brasileira?""",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","""Este modelo estatístico consiste em uma equação que estima o valor esperado de uma variável tida como dependente quando as demais variáveis, independentes, variam.""","Relação entre nacionalidade, sexo, raça e escolaridade dos imigrantes e seus resultados no mercado de trabalho brasileiro, especialmente renda e status ocupacional.","Dados do Obmigra, Sincre e RAIS sobre imigrantes latino-americanos e caribenhos regularizados e inseridos no mercado de trabalho brasileiro entre 2010 e 2014; a análise de regressão usa seleção aleatória de 6% das bases.",FALSE,,"O artigo é empírico quantitativo porque analisa dados administrativos de imigração e trabalho com estatísticas descritivas, mapas e regressões lineares multivariadas. Há inferência estatística por p-valores e significância dos coeficientes. A revisão é conceitual, mas não há componente qualitativo empírico próprio. Apesar da linguagem de influência e impacto, o desenho é regressão observacional sem método de credibilidade-revolution identificado.",,,,,,,,,,,,,,,,,,,,
A021,1_screen_or_method_core,all_screen_or_method_cases,screen_applicable,S0103-33522025000100208,"Lei Aldir Blanc: o impacto da pandemia na mudança institucional,",FALSE,The Aldir Blanc Law: the impact of the pandemic on institutional change,Wendy Silva de Andrade; Bernardo Oliveira Buta,2025,Revista Brasileira de Ciência Política,10.1590/0103-3352.2025.44.285776,https://doi.org/10.1590/0103-3352.2025.44.285776,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522025000100208&tlng=pt,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522025000100208&tlng=pt,articlemeta_fulltexts_html,2026-06-03 23:06:09,8684,0,data/processed/credibility_prompt_v3_integral_reading/pilot_175/reading_logs/S0103-33522025000100208.json,data/processed/credibility_prompt_v3_integral_reading/pilot_175/classifications/S0103-33522025000100208.json,TRUE,mixed_empirical,TRUE,TRUE,statistical_modeling,Foram realizadas ainda análises de similitude e classificação hierárquica descendente.,FALSE,,mixed_descriptive_explanatory,clear,"busca-se responder o seguinte questionamento: Como as ações emergenciais temporárias da Lei Aldir Blanc 1, em contexto pandêmico, tornaram-se perenes na Política Cultural do Brasil resultando na Lei Aldir Blanc 2?",TRUE,"O objetivo do trabalho é evidenciar os processos e formas em que ocorreram as mudanças institucionais na Política Nacional de Cultura, em função da Lei Aldir Blanc (LAB), para garantir a perenidade da política pública",TRUE,statistical_modeling_screen,FALSE,"[""none_detected""]",,"Relação entre a pandemia de Covid-19, a atuação discursiva e institucional de agentes legislativos, e a transformação da LAB I emergencial em LAB II perene na Política Nacional de Cultura.","Discursos e documentos legislativos coletados no Banco de Discursos da Câmara dos Deputados e Pronunciamentos do Senado Federal: 263 documentos, 95 vinculados à LAB I e 168 à LAB II, totalizando 99 oradores e corpus de 123 páginas.",TRUE,"A principal ambiguidade é classificar as análises de similitude e CHD no Iramuteq: elas vão além de estatística descritiva simples por usarem classificação/agrupamento textual, mas o artigo não relata inferência estatística convencional.","O artigo é empírico e misto: analisa documentos e discursos legislativos qualitativamente e aplica técnicas quantitativas de text-as-data no Iramuteq. A análise quantitativa inclui classificação hierárquica descendente e similitude, o que se enquadra como modelagem/clustering analítico. O artigo apresenta uma explicação interpretiva de mudança institucional, mas não usa método de credibilidade-revolution nem relata inferência estatística.",,,,,,,,,,,,,,,,,,,,
