pid,title,journal_title,classification_input_text_hash,is_empirical_paper,empirical_evidence_type,is_empirical_quant_paper_torreblanca,is_empirical_qual_paper,quantitative_analysis_type,quantitative_analysis_evidence_quote,has_statistical_inference,statistical_inference_quote,qualitative_analysis_goal,qualitative_goal_clarity,qualitative_goal_quote,causal_or_explanatory_claim_present,causal_or_explanatory_claim_quote,credibility_revolution_screen_applicable,credibility_revolution_screen_reason,credibility_revolution_method_present,credibility_revolution_method_type,causal_design_quote,main_variables_or_relationship,sample_or_data_source,tough_call,tough_call_reason,brief_justification,sample_or_data_source_present,manifest_input_text_hash,eligible_order,year,period_3,journal_area,manifest_journal_title,document_type,language,body_word_count,fulltext_validation_status,pilot_exclusion_policy,scope_exclusion_policy,strict_design_method,diagnostic_not_design,other_modern_causal_method,inclusive_design_or_other_modern
S1981-38212014000200048,"Institutionalisation, Reform and Independence of the Public Defender&#8217;s Office in Brazil",Brazilian Political Science Review,d8084ae0a87d7e5c82c39a9871d457ab6db43c063b9c7a8da4aaf83bfe04102e,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"we built two indicators. The first one, regarding institutionalisation, was created with the variables time of creation and number of competitive civil-service examinations held. To build the second indicator, one regarding independence, from which we would be able to measure the independence of the Public Defender's Office institution in the states, we established a ranking system",FALSE,NA,mixed_descriptive_explanatory,clear,"The qualitative sources included documents and legislation, as well as observations and interviews with public defenders.",TRUE,"the achievement of independence can be explained based on two theoretical references of judicial empowerment. In ideational terms, the reform and attainment of independence originate from a long process of fighting for democracy and for guaranteeing rights in Brazil",FALSE,descriptive_quantitative_only,NA,NA,NA,"The article analyzes the relationship between institutionalisation and independence/autonomy of Brazilian state Public Defender's Offices before, during, and after the reform, including variation across states and comparison with HDI categories.","Qualitative sources include documents, legislation, observations, and interviews with public defenders; quantitative sources include Diagnósticos da Defensoria Pública no Brasil from 2004, 2006, and 2009 plus demographic data, analyzed with SPSS to build indexes.",FALSE,NA,"The article is a mixed empirical study: it uses qualitative documents, legislation, observations, and interviews, and it constructs descriptive state-level indicators of institutionalisation and independence using diagnostic and demographic data. The quantitative analysis consists of descriptive indexes, counts, category comparisons, and period comparisons, with no statistical inference or statistical modeling. Although it makes explanatory claims about reform and institutional independence, it does not use a credibility-revolution causal design.",TRUE,d8084ae0a87d7e5c82c39a9871d457ab6db43c063b9c7a8da4aaf83bfe04102e,80,2014,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,8420,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S1981-38212014000200070,Flying in Clear Skies: Technical Arguments Influencing ANAC Regulations,Brazilian Political Science Review,eabd98f348bb7eed7ecbd58d00c132ccb77153626305d8e5c24ce86d3d12b438,TRUE,mixed_empirical,TRUE,TRUE,statistical_modeling,"""we analyze their respective rates of incorporation and, finally, which variables are related to the incorporation of comments, through regression analysis of binary data and multi-categorical data. When the dependent variable is 0 or 1, we use logistic regression models, and when the dependent variable is 0, 1 and 2, we use ordered logistic regression models.""",TRUE,"""In all these, we present strong standard errors clustered by regulation.""",mixed_descriptive_explanatory,clear,"""An analysis of comment contents by variable codification was carried out by three coders. We adopted similar criteria to those used in the North American literature on participation in regulatory agencies public hearings.""",TRUE,"""Finally, we attempted to explain why these comments were incorporated into the final text of the regulation.""",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","""In the second model, we incorporate the variables that characterize the comments: technicality, economic, legal and regulatory. The results are quite interesting. The two commentator-type indicator variables lose significance and only the variable that indicates that the comment is technical proves to be statistically significant.""","The main relationship is whether comment technicality, economic arguments, legal arguments, demand for regulation, and commenter type predict ANAC incorporation of public-hearing comments into final regulations.","Original database of 518 comments concerning 48 ANAC public-hearing regulations held between 2007 and 2012, coded from comments and ANAC responses by three coders.",TRUE,"The article uses content analysis of public-hearing comments and regulatory documents, which is qualitative material, but the substantive empirical presentation is mainly quantitative coding and regression. I classify it as mixed because the authors explicitly conduct content analysis of comment contents to generate the empirical variables, while recognizing that the core analysis is statistical.","The paper is empirical because it analyzes an original dataset of ANAC public-hearing comments. It is a Torreblanca-style quantitative paper because it reports descriptive statistics, reliability correlations, and logistic/ordered logistic regression models. It includes statistical inference through significance claims and clustered robust standard errors. Although it makes explanatory claims about why comments are incorporated, it uses observational regression without a design-based causal identification strategy, so no credibility-revolution method is present.",TRUE,eabd98f348bb7eed7ecbd58d00c132ccb77153626305d8e5c24ce86d3d12b438,81,2014,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,8164,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,TRUE,FALSE,FALSE
S1981-38212014000200094,A Comparative Analysis of Brazil's Foreign Policy Drivers Towards the USA: Comment on Amorim Neto (2011),Brazilian Political Science Review,a1ccf09f5657c6843ba332b36f382dbd3708f37e8f9d15750673db2332c6b3bf,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"The sample used in this work consists of ten South American countries, which are studied within the period of 1970-2007 using a panel-type statistical model employing STATA.",TRUE,"Models 5 and 6 even display greater significance in the variable ""Power Gap"", and make AN's and Schenoni's variables non-significant.",NA,NA,NA,TRUE,The objective of this paper is to look at the causes of this analogous behavior and show that it is not the country's power that explains its voting independence within the UNGA,TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","The general model for this work can be summarized as:

Convergence in UNGA voting i,t = β 0 + β1 Unilateral Power i, t + β2 USA Power i, t + β3 Countries Power Gap i, t-1 + β4 FDI i, t + β5 International Monetary Fund loans i, t + β6 World Bank loans i, t + β8 Authoritarian Regime i, t + e i, t","The article analyzes whether the power gap between each South American country and the United States, along with FDI, IMF credit, World Bank flows, and authoritarian regime status, explains convergence with the United States in UN General Assembly voting.","Ten South American countries from 1970-2007; UNGA voting convergence data from Erik Voeten and Adis Merdzanovic, CINC national capabilities data, World Bank indicators, Polity IV, Freedom House, and an author-coded authoritarian-regime dummy based on historiographical information.",TRUE,"The article uses causal and explanatory language with panel statistical models and model diagnostics, but it does not articulate a design-based identification strategy. Therefore it is screened for credibility-revolution methods but classified as observational regression with causal claim and no credibility-revolution design.","The article is an empirical quantitative paper because it estimates panel statistical models on UNGA voting and country-year covariates. It reports statistical inference and diagnostics, so the quantitative type is statistical modeling. It is not a qualitative empirical paper, and although it makes explanatory claims, it does not use a credibility-revolution causal design.",TRUE,a1ccf09f5657c6843ba332b36f382dbd3708f37e8f9d15750673db2332c6b3bf,82,2014,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,5272,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,TRUE,FALSE,FALSE
S1981-38212014000300003,The Three Achilles' Heels of Brazilian Political Science,Brazilian Political Science Review,08de206f02b7a97ac77d0957db6a79c1531afdd8469f02872d46823778c3def7,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"The results, which consider the aggregate behaviour in the Area of Political Science, as well as the distributions verified in each programme, can be seen in Table 1.",FALSE,NA,mixed_descriptive_explanatory,clear,This first section has sought to demonstrate the delayed process of institutionalisation of Political Science in Brazil.,TRUE,"This has repercussions, which are that Political Science has a smaller presence in Brazil and that there has been a deficit in training doctors, which has impacted on the formation of new postgraduate institutions.",FALSE,descriptive_quantitative_only,NA,NA,NA,"Institutionalization of Brazilian Political Science, compared with Sociology and Anthropology, in relation to postgraduate expansion, PhD training, staff composition, Capes assessment, scientific production, international collaboration, citations, and thematic concentration.","Capes database and Capes Reports on postgraduate programmes, Capes/Qualis evaluation information, Higher Education Census data, SCImago Journal & Country Rank data, programme research lines, and selected Brazilian political science journals.",TRUE,"The article combines descriptive quantitative indicators with historical-institutional interpretation. The quantitative component is clearly original descriptive analysis, while the qualitative component is mainly documentary and reconstructive rather than interview- or ethnography-based; this makes mixed_empirical a judgment call, but the body supports it.","The article is an empirical historical-institutional analysis using Capes, Qualis, SCImago, programme, and journal data to describe the institutionalization and international impact of Brazilian Political Science. Its quantitative analysis consists of descriptive counts, percentages, ratios, rankings, and graphs, with no statistical inference or modeling. It also uses documentary and historical qualitative evidence to reconstruct and explain the field's delayed institutionalization, but it does not employ any credibility-revolution causal design.",TRUE,08de206f02b7a97ac77d0957db6a79c1531afdd8469f02872d46823778c3def7,83,2014,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,8886,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S1981-38212014000300039,The Concept of Liberty: the Polemic between the Neo-Republicans and Isaiah Berlin,Brazilian Political Science Review,6146a1073e288421d8c030367d454011d4278b8407a22c07a027e433a9b27e58,FALSE,none,FALSE,FALSE,none,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,not_empirical,NA,NA,NA,NA,NA,FALSE,NA,"The article is a conceptual political-theory essay about Berlin and neo-republican theories of liberty. It uses close reading of theoretical texts but presents no original empirical evidence, no original or reanalyzed quantitative analysis, no statistical inference, and no causal identification design.",FALSE,6146a1073e288421d8c030367d454011d4278b8407a22c07a027e433a9b27e58,84,2014,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,8447,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S1981-38212014000300066,"Soft Power, Hard Aspirations: the Shifting Role of Power in Brazilian Foreign Policy",Brazilian Political Science Review,51a557ee2808ce649b078034e64b622f93b71626790a4102d36a8186eac19008,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,mixed_descriptive_explanatory,clear,"""Therefore, the focus here is on interpretive and qualitative analysis with the goal of understanding each case better, but without intending to generalise or form broad hypotheses applicable across time and place.""",TRUE,"""The article points to possible explanations for these tensions.""",FALSE,qualitative_only,NA,NA,NA,"The article analyzes the relationship between Brazil's traditional soft-power foreign-policy discourse and recent hard-power or geoeconomic initiatives associated with aspirations for regional leadership, autonomy, and global status.","Qualitative case evidence from Brazilian foreign-policy history and four initiatives: the UNSC permanent-seat campaign, the nuclear submarine program, Brazil's leadership in MINUSTAH, and BNDES support for Brazilian companies abroad, using cited scholarship, policy documents, official statements, reports, and public examples.",FALSE,NA,"The article is an empirical qualitative paper. It reconstructs Brazilian foreign-policy paradigms and analyzes four policy initiatives as idiographic case studies through interpretive qualitative evidence. It contains no original quantitative analysis, no statistical inference, and no credibility-revolution causal design.",TRUE,51a557ee2808ce649b078034e64b622f93b71626790a4102d36a8186eac19008,85,2014,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,7521,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S1981-38212014000300098,Beyond Brazilian Coalition Presidentialism: the Appropriation of the Legislative Agenda,Brazilian Political Science Review,62182891887f226c038e30d2bac546c7a83c95fd8404a029246a11e0089a90aa,TRUE,mixed_empirical,TRUE,TRUE,statistical_modeling,"""In this research we applied a fuzzy-set type QCA""; ""Configurational analyses were carried out for each Appropriation category.""",FALSE,NA,mixed_descriptive_explanatory,clear,"""I intend to identify the game of interactions within the Appropriation and verify under what circumstances this phenomenon combines the power of the head of the Executive's agenda with the management of multiparty coalitions.""",TRUE,"""With this method it is possible to verify that Appropriation is not supported by a single attribute, but based on relationships and complementarities among the selected attributes.""",TRUE,statistical_modeling_screen,FALSE,"[""none_detected""]",NA,"The article analyzes how categories of presidential appropriation of congressional bills are associated with informational gain and party-connection attributes, including legislative stage, preference proximity, whether the minister belongs to the President's party, and party convergence between congressional actors and the Executive.",209 bills from 1995 to 2010 in which the Presidency's proposal was wholly or partially elaborated through Appropriation of bills already moving in the Brazilian National Congress.,TRUE,"The article uses fuzzy-set QCA, a configurational set-theoretic method with coded variables and solution algorithms. It is clearly original quantitative/configurational analysis beyond descriptive statistics, but it is not a conventional statistical model and does not report conventional statistical inference or a credibility-revolution identification design.","The article is empirical and mixed-methods: it qualitatively builds and applies categories to legislative cases and quantitatively analyzes 209 coded cases using fuzzy-set QCA, plus descriptive percentages. It makes explanatory claims about configurations associated with types of Appropriation, but it does not use a credibility-revolution causal identification method and reports no conventional statistical inference.",TRUE,62182891887f226c038e30d2bac546c7a83c95fd8404a029246a11e0089a90aa,86,2014,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,9294,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,TRUE,FALSE,FALSE
S1981-38212015000100039,The Institutional Presidency from a Comparative Perspective: Argentina and Brazil since the 1980s,Brazilian Political Science Review,0c94fcf708d2fe726de189852d586d9fd6ca7e3f937706755720451e76c8182a,TRUE,mixed_empirical,TRUE,TRUE,statistical_modeling,We fitted population-averaged panel data models by using generalized estimating equations (GEE) with a Poisson error and link log.,TRUE,the size of the IP increases by 7 percent for each party taking a seat in the cabinet (p<0.01).,mixed_descriptive_explanatory,clear,"Second, we undertook an exploratory qualitative analysis of the types of units composing the IP.",TRUE,"we expect to find greater centralization under coalition presidentialism because presidents must share cabinet positions, negotiate, and manage relations with coalition partners.",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]",NA,"The article analyzes how cabinet fragmentation, legislative majority status, presidential popularity, resignation succession, and structural reform relate to the annual number and types of institutional-presidency units in Argentina and Brazil.","Annual data on agencies directly under presidential authority in Argentina and Brazil from 1984 to 2010, yielding 53 records and 50 observations in the regression after missing reform-index data.",TRUE,"The paper makes explanatory claims and uses statistical modeling, but it does not articulate a design-based causal identification strategy. The appropriate credibility classification is therefore observational regression with causal or explanatory claims but no credibility-revolution method.","The article is a mixed empirical study. It builds and analyzes quantitative country-year data on institutional-presidency units using GEE Poisson regression with reported statistical significance, and it also conducts qualitative comparative analysis of the functions and institutional location of presidential agencies. Although it argues that cabinet type affects presidential organization, the design is observational modeling and institutional comparison rather than a credibility-revolution causal design.",TRUE,0c94fcf708d2fe726de189852d586d9fd6ca7e3f937706755720451e76c8182a,87,2015,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,6385,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,TRUE,FALSE,FALSE
S1981-38212015000100065,On The Limits of Free Speech: Towards the Fair Value of Communicative Liberties,Brazilian Political Science Review,ed01e15087b6fde5695d22a4a5516ea57b0620dfda494d53d771cb033fcdee67,FALSE,none,FALSE,FALSE,none,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,not_empirical,NA,NA,NA,NA,NA,FALSE,NA,"The article is a normative political-theory essay about freedom of expression, media freedom, and the fair value of communicative liberties. It uses the Datena/Bandeirantes controversy as an illustrative opening case and then develops a conceptual argument through engagement with Scanlon, Meiklejohn, Sunstein, Post, Habermas, Rawls, and others. It presents no original quantitative analysis, no substantive qualitative empirical research, no statistical inference, and no causal identification design.",FALSE,ed01e15087b6fde5695d22a4a5516ea57b0620dfda494d53d771cb033fcdee67,88,2015,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,9149,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S1981-38212015000100093,The 2014 Elections and the Brazilian Party System,Brazilian Political Science Review,dfedd608950ca653d54e092e2a06d9732fdbb600a6aeef98094bcde822e9379e,TRUE,mixed_empirical,TRUE,TRUE,descriptive_statistics_only,"""Table 02, below, provides data that allows us to compare the opposing candidacies launched by the PPS (1998 and 2002), the PSB (2002 and 2014), and the PV (2010) to those presented by the PT and PSDB""",FALSE,NA,mixed_descriptive_explanatory,clear,"""Basically, we seek to inquire why the pattern of presidential elections has continued and to ask about their impact on elections for state governorships, for the Federal Congress, and for State legislatures.""",TRUE,"""we seek to inquire why the pattern of presidential elections has continued and to ask about their impact on elections for state governorships""",FALSE,descriptive_quantitative_only,NA,NA,NA,"The article analyzes the relationship between PT-PSDB presidential dominance, failed third-way candidacies, state-level party competition, coalition patterns, and legislative fragmentation in Brazil around the 2014 elections.","Brazilian electoral and party-system data for presidential, gubernatorial, congressional, state legislative, and municipal elections, including party seat shares, coalition patterns, effective number of parties, party organizational coverage, and cited polling/newspaper data for 2014.",TRUE,"The article is clearly quantitative under the broad Torreblanca rule because it organizes and compares electoral indicators, but it is also heavily qualitative and explanatory. The key judgment is that its quantitative component remains descriptive only, since the text itself says it does not rigorously test some hypotheses and contains no statistical inference or modeling.","The article is an empirical mixed-methods descriptive and interpretive analysis of Brazilian party competition. It presents original or reassembled descriptive quantitative evidence in tables and electoral indicators and uses qualitative historical interpretation to explain party trajectories and coalition behavior. It contains explanatory claims, but no statistical inference, statistical modeling, or credibility-revolution causal design.",TRUE,dfedd608950ca653d54e092e2a06d9732fdbb600a6aeef98094bcde822e9379e,89,2015,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,6263,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S1981-38212015000100135,The Impacts of Conditional Cash Transfers in Four Presidential Elections (2002&#8211;2014),Brazilian Political Science Review,7c867158378f4407eee979808874dc185cf62560fde5f3c26940fe3695e3c2c6,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"For each group, I estimate a linear regression of coverage on incumbent vote share, controlling for the predicted coverage and including only indicators for states.",FALSE,NA,NA,NA,NA,TRUE,The essence of the method is to treat deviations from the predicted treatment level as essentially random variation and to use this variation to identify the BFP effects on electoral results.,TRUE,statistical_modeling_screen,TRUE,"[""matching_or_weighting""]","This was done by matching beneficiaries to non-beneficiaries on gender, age, income, education, region, race (when available), and municipality's human development index (HDI-M) of respondents[3]. Matching was done using the genetic matching algorithm, developed by Diamond and Sekhon (2005).","The paper analyzes the relationship between Bolsa Familia beneficiary status or municipal BFP coverage and support for the incumbent presidential candidate, especially PT candidates Lula and Dilma, across the 2002, 2006, 2010, and 2014 elections.","The analysis uses one Vox Populi survey from 2006, two surveys from 2010, three surveys from 2014, municipal-level presidential election results, municipal BFP coverage and target coverage, and municipal social, demographic, economic, and political covariates.",TRUE,"The paper uses matching and generalized propensity score methods and explicitly frames estimates as BFP effects, supporting a credibility-revolution matching classification. However, it also acknowledges that Brazil lacks randomized pilots or sharp discontinuities and that the 2014 indirect-effect explanation is not directly tested, so causal attribution is qualified.","This is an empirical quantitative article using survey and municipal electoral data to estimate electoral effects of Bolsa Familia. It uses genetic matching, generalized propensity score matching, stratification, linear regressions, and simulations. It does not use substantive qualitative evidence, and the supplied text does not report clear statistical inference such as p-values or confidence intervals.",TRUE,7c867158378f4407eee979808874dc185cf62560fde5f3c26940fe3695e3c2c6,90,2015,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,3524,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,TRUE,FALSE,FALSE,TRUE
S1981-38212015000200003,"State Transfers, Taxes and Income Inequality in Brazil",Brazilian Political Science Review,53d7afa002cfe6eb35ca5383b03ee6b60cb972d30572a11f9cf8c2462b2ce2d1,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"we resorted to the decomposition proposed by Juhn, Murphy, and Pierce (JMP), which allowed us to isolate the differential effects of coefficients (prices), observed characteristics (quantities) and residual effects using linear regressions",TRUE,We did calculate standard errors using bootstrap procedures assuming random sampling and found nothing that should compromise our results.,NA,NA,NA,TRUE,We are testing the hypothesis that the State plays a perverse distributional role in Brazil.,TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","As the assumption that workers are randomly assigned between sectors is obviously not true, we tested three different specifications of our model.","The article analyzes how direct monetary income flows between the State and families, especially public-sector wages, public and private pensions, social assistance, unemployment benefits, direct taxes, and social security contributions, contribute to disposable household per capita income inequality in Brazil.","Brazilian Consumption and Expenditure Survey 2008-09 (POF), conducted by IBGE between June 2008 and June 2009, with national coverage and roughly 190,000 people in 56,000 households.",TRUE,"The article uses counterfactual wage decomposition, selection models, and explanatory language about the State's contribution to inequality, but it explicitly lacks random assignment and does not provide a design-based causal identification strategy; therefore it is screened but not classified as using a credibility-revolution method.","The article is an empirical quantitative paper using POF microdata, Gini decomposition, wage regressions, JMP decomposition, and selection-model robustness checks to estimate how State-related income flows affect inequality. It reports bootstrap standard errors, so statistical inference is present. It does not present original qualitative evidence or a credibility-revolution causal design.",TRUE,53d7afa002cfe6eb35ca5383b03ee6b60cb972d30572a11f9cf8c2462b2ce2d1,91,2015,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,6816,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,TRUE,FALSE,FALSE
S1981-38212015000200030,"Biopiracy after the Nagoya Protocol: Problem Structure, Regime Design and Implementation Challenges",Brazilian Political Science Review,a9777e36c3231c9ed14f0776c9cc35eff029643f04cb5a8c971bb9593892c4fd,TRUE,qualitative_only,FALSE,TRUE,none,NA,NA,NA,mixed_descriptive_explanatory,clear,I assess the degree to which Protocol will contribute to fair and equitable benefit-sharing.,TRUE,"In sum, the Protocol is a weak response to a difficult problem.",FALSE,qualitative_only,NA,NA,NA,"The article analyzes how the problem structure of biopiracy, the design of the Nagoya Protocol, and EU implementation affect the likelihood of fair and equitable benefit-sharing for genetic resources.","International legal instruments and implementation documents, especially the CBD, the Nagoya Protocol, EU Regulation 511/2014, secondary literature, and illustrative cases of biopiracy involving Neem, Enola Bean, and Hoodia.",FALSE,NA,"The article is an empirical qualitative legal-institutional analysis based on treaties, regulations, institutional design, and illustrative cases. It makes explanatory claims about regime effectiveness and compliance, but it contains no original quantitative analysis, no statistical inference, and no credibility-revolution causal design.",TRUE,a9777e36c3231c9ed14f0776c9cc35eff029643f04cb5a8c971bb9593892c4fd,92,2015,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,6804,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,FALSE,FALSE,FALSE
S1981-38212015000200054,Corruption and Political Participation in the Americas and the Caribbean,Brazilian Political Science Review,86c0f36e05ab89d9efb153e7723be41a10ae082bcb8ec10ce8ad30f968be5c13,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"The binary logistic regression test, which requires the binary response variable, appeared to be the more appropriate for the data that we have.",TRUE,"There are always smaller modular values, and also the statistical significance is not always present in all the models created.",NA,NA,NA,TRUE,"we hypothesize that having experience with situations of requests for bribes, being tolerant for bribes and having a high perception of corruption among public officials, increases the chances of non-engagement in all participative activities.",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","we use the fixed effects for the indicator variables for countries - not shown in the tables below, due to the space limitation","The article analyzes how experience with corruption, tolerance for corruption, and perception of corruption are related to several modes of political participation, including contact with political and governmental actors, community activism, electoral and partisan activism, voter turnout, and protest activism.","Americas Barometer opinion surveys conducted by LAPOP/Vanderbilt, covering citizens in countries of the Americas and Caribbean in the 2004, 2006-7, 2008, 2010, and 2012 rounds, with weighting so each country contributes 1,500 cases.",TRUE,"The article uses explanatory and effect language and argues that experience with corruption may indicate a relationship rather than a mere association, but the empirical strategy is observational logistic regression with controls, interactions, and country fixed effects, without an explicit credibility-revolution identification design or identification assumptions.","The article is an empirical quantitative study using Americas Barometer survey data. It performs exploratory factor analysis, descriptive statistics, binary logistic regressions, model-fit tests, and predicted-value analyses, and reports statistical significance. It contains no substantive qualitative empirical component. Because it uses observational statistical modeling to assess explanatory claims about corruption and political participation but does not present an experiment, DiD, IV, RDD, matching, synthetic control, or comparable identification strategy, it passes the credibility screen but has no credibility-revolution method present.",TRUE,86c0f36e05ab89d9efb153e7723be41a10ae082bcb8ec10ce8ad30f968be5c13,93,2015,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,6517,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,TRUE,FALSE,FALSE
S1981-38212015000200081,Does the Electoral Rule Matter for Political Polarization? The Case of Brazilian Legislative Chambers,Brazilian Political Science Review,0c8d9f110d0f79596545b76192f45d3d9c55383722d933a1487d229f53d37c34,TRUE,quantitative_only,TRUE,FALSE,statistical_modeling,"The legislatives' behavior is explored in terms of ideal points, a measure of distance among them as estimated by WNOMINATE package in R",TRUE,"A t-test was run with the null hypothesis being that there was no increase in the ""extremeness"" in the legislators' behavior in the Senate compared to the House.",NA,NA,NA,TRUE,"The main hypothesis tested in this study is that the Senate treatment, i.e., the plurality-majority rule, has a positive effect in causing polarization.",TRUE,statistical_modeling_screen,FALSE,"[""observational_regression_with_causal_claim_no_design""]","With the impossibility of a natural experiment, the identification strategy relies on the Brazilian electoral and legislative design.","The article analyzes whether plurality-majority election to the Senate, compared with proportional election to the House, is associated with more extreme party and coalition ideal-point coordinates in roll-call voting.","CEBRAP roll-call data from the Brazilian Congress, 1989-2010, covering 1,958 representatives, 273 senators, 1,611 House roll calls, and 752 Senate roll calls.",TRUE,"The article uses explicit treatment/control and identification language, but the empirical strategy is an observational comparison using WNOMINATE ideal points and t-tests, with acknowledged selection issues and no listed credibility-revolution design or explicit modern causal identification method.","This is an empirical quantitative article using roll-call data and WNOMINATE statistical ideal-point modeling, with t-tests and significance levels. It makes causal/explanatory claims about electoral rules and polarization, but it does not implement a credibility-revolution design; the causal evidence is an observational institutional comparison.",TRUE,0c8d9f110d0f79596545b76192f45d3d9c55383722d933a1487d229f53d37c34,94,2015,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,7365,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,FALSE,TRUE,FALSE,FALSE
S1981-38212015000300003,Impact of Electronic Voting Machines on Blank Votes and Null Votes in Brazilian Elections in 1998,Brazilian Political Science Review,b7300b701d4f348fe8403ab75b81a46084f2b9eae9e1ee712452cb501261cbc4,TRUE,mixed_empirical,TRUE,TRUE,statistical_modeling,The last section compares the results from 1998 with those from 1994 using the difference-in-differences (diff-in-diff) technique.,FALSE,NA,mixed_descriptive_explanatory,clear,The first section presents a history of the voting processes used in Brazil since 1945 and outlines how null votes and blank votes were considered when each of the different voting processes was in place.,TRUE,"In summary, the data from the four graphs indicates that when compared to paper ballots, electronic voting machines had a positive effect on the decline of blank votes.",TRUE,explicit_causal_design_screen,TRUE,"[""difference_in_differences""]","A simple way to ""isolate"" the effects of cities' socioeconomic levels is to compare the average amount of null and blank votes from 1998 to those from the same cities in the previous elections (1994), a technique known as difference-in-differences, or diff-in-diff.","The article analyzes the effect of electronic voting machines, compared with paper ballots, on municipal percentages of blank, null, and invalid votes for federal deputy, state deputy, governor, and president in Brazil's 1998 elections, with comparison to 1994 outcomes.","Municipal-level Brazilian election results for 1994 and 1998, classified by whether municipalities used electronic voting machines or paper ballots in 1998; the descriptive figures also use municipal HDI data from 2002.",TRUE,"The article explicitly uses difference-in-differences as a causal design, but presents the results as average percentage-point differences without regression output or uncertainty estimates. I therefore classify it as statistical modeling for the quantitative-analysis type because of the explicit DiD design, while coding statistical inference as absent.","The article is an empirical mixed-methods study: it combines historical-institutional evidence about Brazilian voting processes with original municipal-level quantitative analysis of blank and null votes. It explicitly applies a difference-in-differences comparison between 1994 and 1998 to assess the effect of electronic voting machines, making a credibility-revolution method present, but it does not report p-values, standard errors, confidence intervals, or other statistical inference.",TRUE,b7300b701d4f348fe8403ab75b81a46084f2b9eae9e1ee712452cb501261cbc4,95,2015,2012-2018,Ciência Política,Brazilian Political Science Review,research-article,en,4734,PASS,exclude_pilot_175,exclude_analysis_ledger_journals_and_articles,TRUE,FALSE,FALSE,TRUE
