pid,title,year,journal_title,source_file,input_text_hash,field,critical_field,consensus_level,decision,consensus_value,agent_a_value,agent_b_value,agent_c_value,agent_a_valid,agent_b_valid,agent_c_valid,n_valid,n_distinct_values,top_n
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,independent_variables,FALSE,no_majority,adjudicate,,"[{""variable_name"":""economic fundamentals"",""variable_description"":""Explanatory variable identified from the article body.""},{""variable_name"":""financial-market indicators"",""variable_description"":""Explanatory variable identified from the article body.""}]","[{""variable_name"":""Economic and financial indicators"",""variable_description"":""Inflation, unemployment, exchange rate, country risk/C-Bond spread and stock-market indicators.""},{""variable_name"":""Political campaign variables"",""variable_description"":""HGPE, debates, reelection and residual presidential popularity controls.""}]","[{""variable_name"":""inflation"",""variable_description"":""Inflação como fundamento econômico defasado""},{""variable_name"":""unemployment"",""variable_description"":""Desemprego como fundamento econômico defasado""},{""variable_name"":""exchange_rate"",""variable_description"":""Taxa de câmbio""},{""variable_name"":""ibovespa"",""variable_description"":""Índice da Bolsa de Valores de São Paulo""},{""variable_name"":""c_bond_spread"",""variable_description"":""Spread do C-bond/risco-país""},{""variable_name"":""political_campaign_controls"",""variable_description"":""HGPE, debates, reeleição, instituto de pesquisa e popularidade presidencial residual""}]",TRUE,TRUE,TRUE,3,3,1
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,instrumental_variable_instrument,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,is_empirical_quant_paper,TRUE,unanimity,accept_provisionally,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,main_causal_research_design,TRUE,critical_disagreement,adjudicate,,Kitchen Sink Linear Model,Kitchen Sink Linear Model,Other,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,main_variable_relationship,FALSE,no_majority,adjudicate,,<NULL>,"[{""iv_var_name"":""Economic and financial indicators"",""dv_var_name"":""Voting intentions"",""relationship_type"":""Unknown"",""statistically_significant"":true,""substantively_significant"":true}]","[{""iv_var_name"":""inflation"",""dv_var_name"":""vote_intention_lula"",""relationship_type"":""Positive"",""statistically_significant"":true,""substantively_significant"":true},{""iv_var_name"":""ibovespa"",""dv_var_name"":""vote_intention_lula"",""relationship_type"":""Negative"",""statistically_significant"":true,""substantively_significant"":true},{""iv_var_name"":""HGPE"",""dv_var_name"":""vote_intention_government_candidates"",""relationship_type"":""Positive"",""statistically_significant"":true,""substantively_significant"":true}]",TRUE,TRUE,TRUE,3,3,1
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,makes_explicit_causal_claim,TRUE,unanimity,accept_provisionally,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,mentions_pre_registered_design_and_analysis_plan,FALSE,unanimity,accept_provisionally,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,method_status,TRUE,unanimity,accept_provisionally,explicit,explicit,explicit,explicit,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,other_research_design,FALSE,majority,accept_provisionally,<NULL>,<NULL>,<NULL>,time-series Granger tests and SUR regressions,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,paper_uses_survey_data,FALSE,majority,accept_provisionally,uses_public_available_survey,uses_public_available_survey,uses_public_available_survey,no_survey_data,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,placebo_test,FALSE,unanimity,accept_provisionally,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,references_power_analysis,FALSE,unanimity,accept_provisionally,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,sample_size,FALSE,majority,accept_provisionally,67,<NULL>,67,67,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,sample_size_quote,FALSE,majority,accept_provisionally,Foram aproveitados os resultados de 67 pesquisas.,<NULL>,Foram aproveitados os resultados de 67 pesquisas.,Foram aproveitados os resultados de 67 pesquisas.,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,seeks_determinants,FALSE,unanimity,accept_provisionally,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,single_country_study,FALSE,unanimity,accept_provisionally,single_country,single_country,single_country,single_country,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,single_region,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,specifies_estimate_equations,FALSE,unanimity,accept_provisionally,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,statement_of_identification_assumptions,TRUE,critical_disagreement,adjudicate,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,statement_of_identification_assumptions_quote,FALSE,majority,accept_provisionally,<NULL>,<NULL>,<NULL>,"As variáveis independentes econômicas (inflação, desemprego, taxa de câmbio e Ibovespa), foram defasadas em uma unidade de observação (data da divulgação da pesquisa eleitoral) para melhor aproveitar a natureza dinâmica das séries temporais.",TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,strong_non_causal_causal_qualification,FALSE,unanimity,accept_provisionally,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,subfield,FALSE,unanimity,accept_provisionally,Brazilian Politics,Brazilian Politics,Brazilian Politics,Brazilian Politics,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,7586b09d248ac24dc595d18d488ea5072c6f3e9eee255135eba0499b5a871141,uses_original_dataset,FALSE,no_majority,adjudicate,,procure_original_data,not_original,structure_systematize,TRUE,TRUE,TRUE,3,3,1
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,brief_justification,FALSE,no_majority,adjudicate,,"O corpo de ""Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica"" se apresenta como ensaio teórico, conceitual ou de história das ideias, sem análise própria de dados observacionais ou experimentais. Por isso, os campos de desenho causal, variáveis, amostra e resultados estatísticos foram deixados nulos.","O artigo ""Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica"" é tratado como ensaio teórico, conceitual ou histórico-intelectual. Não há análise empírica quantitativa própria nem desenho de identificação causal sustentado pelo corpo do texto.","O body canônico apresenta uma discussão conceitual, interpretativa ou histórica, sem análise própria de dados observacionais ou experimentais. Não há amostra, variáveis, equações estimadas ou resultados estatísticos sustentados pelo texto.",TRUE,TRUE,TRUE,3,3,1
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,claims_any_statistically_significant_results,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,clear_causal_quantity_of_interest,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,clearly_defined_explanatory_variable,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,countries_of_focus,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,dependent_variables,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,discusses_threats_to_causality,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,effort_to_explore_mechanisms,TRUE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,error_in_raw_text,FALSE,unanimity,accept_provisionally,No Error,No Error,No Error,No Error,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,evidence_type,TRUE,unanimity,accept_provisionally,theoretical-normative,theoretical-normative,theoretical-normative,theoretical-normative,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,general_goal_of_analysis,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,independent_variables,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,instrumental_variable_instrument,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,is_empirical_quant_paper,TRUE,unanimity,accept_provisionally,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,main_causal_research_design,TRUE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,main_variable_relationship,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,makes_explicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,mentions_pre_registered_design_and_analysis_plan,FALSE,majority,accept_provisionally,<NULL>,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,method_status,TRUE,unanimity,accept_provisionally,essayistic,essayistic,essayistic,essayistic,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,other_research_design,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,paper_uses_survey_data,FALSE,unanimity,accept_provisionally,no_survey_data,no_survey_data,no_survey_data,no_survey_data,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,placebo_test,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/fulltext_gold/article_texts_gold.csv,d0b2e162a4cf0fc32f2bb1776d01cb156ada542a47082d2ba2e6be5836378753,references_power_analysis,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
