pid,title,year,journal_title,source_file,input_text_hash,field,critical_field,consensus_level,decision,consensus_value,agent_a_value,agent_b_value,agent_c_value,agent_a_valid,agent_b_valid,agent_c_valid,n_valid,n_distinct_values,top_n
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,general_goal_of_analysis,FALSE,unanimity,accept_provisionally,Explain,Explain,Explain,Explain,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,independent_variables,FALSE,no_majority,adjudicate,,"[{""variable_name"":""macroeconomic indicators and financial markets"",""variable_description"":""Inflation, unemployment, exchange rate, C-Bond spread and São Paulo Stock Exchange Index.""}]","[{""variable_name"":""economic indicators"",""variable_description"":""Inflation, unemployment, exchange rate, C-Bond spread and stock exchange index.""},{""variable_name"":""financial market indicators"",""variable_description"":""Financial market measures compared with economic fundamentals.""}]","[{""variable_name"":""economic indicators"",""variable_description"":""Inflation, unemployment, exchange rate, C-Bond spread, and Sao Paulo Stock Exchange index.""}]",TRUE,TRUE,TRUE,3,3,1
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,instrumental_variable_instrument,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,is_empirical_quant_paper,TRUE,unanimity,accept_provisionally,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,main_causal_research_design,TRUE,critical_disagreement,adjudicate,,<NULL>,Kitchen Sink Linear Model,Kitchen Sink Linear Model,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,main_variable_relationship,FALSE,no_majority,adjudicate,,"[{""iv_var_name"":""macroeconomic indicators"",""dv_var_name"":""voting intentions"",""relationship_type"":""Unknown"",""statistically_significant"":false,""substantively_significant"":true},{""iv_var_name"":""financial market indicators"",""dv_var_name"":""voting intentions"",""relationship_type"":""Null"",""statistically_significant"":false,""substantively_significant"":false}]","[{""iv_var_name"":""economic indicators"",""dv_var_name"":""voting intentions"",""relationship_type"":""Unknown"",""statistically_significant"":true,""substantively_significant"":true}]","[{""iv_var_name"":""economic indicators"",""dv_var_name"":""voting intentions"",""relationship_type"":""Unknown"",""statistically_significant"":false,""substantively_significant"":true}]",TRUE,TRUE,TRUE,3,3,1
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,makes_explicit_causal_claim,TRUE,unanimity,accept_provisionally,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,makes_implicit_causal_claim,TRUE,unanimity,accept_provisionally,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,mentions_pre_registered_design_and_analysis_plan,FALSE,majority,accept_provisionally,<NULL>,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,method_status,TRUE,unanimity,accept_provisionally,explicit,explicit,explicit,explicit,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,other_research_design,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,paper_uses_survey_data,FALSE,unanimity,accept_provisionally,uses_public_available_survey,uses_public_available_survey,uses_public_available_survey,uses_public_available_survey,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,placebo_test,FALSE,majority,accept_provisionally,<NULL>,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,references_power_analysis,FALSE,majority,accept_provisionally,<NULL>,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,sample_size,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,sample_size_quote,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,seeks_determinants,FALSE,unanimity,accept_provisionally,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,single_country_study,FALSE,unanimity,accept_provisionally,single_country,single_country,single_country,single_country,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,single_region,FALSE,majority,accept_provisionally,<NULL>,<NULL>,<NULL>,single_region,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,specifies_estimate_equations,FALSE,majority,accept_provisionally,FALSE,<NULL>,FALSE,FALSE,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,statement_of_identification_assumptions,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,statement_of_identification_assumptions_quote,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,strong_non_causal_causal_qualification,FALSE,majority,accept_provisionally,FALSE,FALSE,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,subfield,FALSE,unanimity,accept_provisionally,Brazilian Politics,Brazilian Politics,Brazilian Politics,Brazilian Politics,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000100002,"Fundamentos da economia, mercado financeiro e intenção de voto: as eleições presidenciais brasileiras de 1994, 1998 e 2002",2006,Dados,data/processed/sample_xmls/S0011-52582006000100002.xml,1963fb6e32a2faff757d4ccc94fea99b2df795bef8a70e33c8cf6e1e1c9d15d4,uses_original_dataset,FALSE,majority,accept_provisionally,not_original,not_original,structure_systematize,not_original,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,brief_justification,FALSE,no_majority,adjudicate,,"O XML não contém corpo integral; o resumo apresenta uma discussão metodológica sobre comparação civilizacional e problema de pequeno N. Não há análise própria de dados, então classifiquei como ensaio teórico-metodológico.","O XML não contém corpo completo do artigo; a classificação usa apenas título, resumo, palavras-chave e metadados disponíveis. Pelo resumo, o artigo foi classificado em Methodology and Formal Theory, com evidência theoretical-normative e método essayistic; o objetivo analítico principal foi tratado como Explain. O resumo disponível não sustenta a codificação de um desenho de identificação causal forte.","O XML não contém corpo integral, apenas metadados/resumo/referências, então marquei Missing/Corrupt e usei somente o que aparece no resumo ou título. Para 'Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica', O texto disponível sustenta classificação como ensaio teórico, conceitual, normativo ou história das ideias, sem evidência empírica própria clara.",TRUE,TRUE,TRUE,3,3,1
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,claims_any_statistically_significant_results,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,clear_causal_quantity_of_interest,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,clearly_defined_explanatory_variable,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,countries_of_focus,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,dependent_variables,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,discusses_threats_to_causality,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,effort_to_explore_mechanisms,TRUE,critical_disagreement,adjudicate,,<NULL>,No Mention of Mechanisms/Channels,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,error_in_raw_text,FALSE,unanimity,accept_provisionally,Missing/Corrupt,Missing/Corrupt,Missing/Corrupt,Missing/Corrupt,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,evidence_type,TRUE,unanimity,accept_provisionally,theoretical-normative,theoretical-normative,theoretical-normative,theoretical-normative,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,general_goal_of_analysis,FALSE,majority,accept_provisionally,<NULL>,<NULL>,Explain,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,independent_variables,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,instrumental_variable_instrument,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,is_empirical_quant_paper,TRUE,unanimity,accept_provisionally,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,main_causal_research_design,TRUE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,main_variable_relationship,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,makes_explicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,makes_implicit_causal_claim,TRUE,critical_disagreement,adjudicate,,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,mentions_pre_registered_design_and_analysis_plan,FALSE,majority,accept_provisionally,<NULL>,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,method_status,TRUE,unanimity,accept_provisionally,essayistic,essayistic,essayistic,essayistic,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,other_research_design,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,paper_uses_survey_data,FALSE,unanimity,accept_provisionally,no_survey_data,no_survey_data,no_survey_data,no_survey_data,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,placebo_test,FALSE,unanimity,accept_provisionally,<NULL>,<NULL>,<NULL>,<NULL>,TRUE,TRUE,TRUE,3,1,3
S0011-52582006000300002,"Max Weber, as múltiplas modernidades e a reorientação da teoria sociológica",2006,Dados,data/processed/sample_xmls/S0011-52582006000300002.xml,3749c8b070f00f7e03395d020557ad540e0a6509089c730120f4a5dc9dca81c1,references_power_analysis,FALSE,majority,accept_provisionally,<NULL>,<NULL>,FALSE,<NULL>,TRUE,TRUE,TRUE,3,2,2
